+---------------+------+--------+-------+-----------+
|   series id   | year | period | value | footnotes |
+---------------+------+--------+-------+-----------+
| CES3000000001 | 2014 |  M12   | 12292 |           |
| CES3000000001 | 2014 |  M11   | 12284 |           |
| CES3000000001 | 2014 |  M10   | 12259 |           |
| CES3000000001 | 2014 |  M09   | 12226 |           |
| CES3000000001 | 2014 |  M08   | 12208 |           |
| CES3000000001 | 2014 |  M07   | 12189 |           |
| CES3000000001 | 2014 |  M06   | 12170 |           |
| CES3000000001 | 2014 |  M05   | 12146 |           |
| CES3000000001 | 2014 |  M04   | 12134 |           |
| CES3000000001 | 2014 |  M03   | 12120 |           |
| CES3000000001 | 2014 |  M02   | 12106 |           |
| CES3000000001 | 2014 |  M01   | 12081 |           |
| CES3000000001 | 2013 |  M12   | 12083 |           |
| CES3000000001 | 2013 |  M11   | 12079 |           |
| CES3000000001 | 2013 |  M10   | 12056 |           |
| CES3000000001 | 2013 |  M09   | 12032 |           |
| CES3000000001 | 2013 |  M08   | 12014 |           |
| CES3000000001 | 2013 |  M07   | 11984 |           |
| CES3000000001 | 2013 |  M06   | 12004 |           |
| CES3000000001 | 2013 |  M05   | 12000 |           |
| CES3000000001 | 2013 |  M04   | 12000 |           |
| CES3000000001 | 2013 |  M03   | 11999 |           |
| CES3000000001 | 2013 |  M02   | 11996 |           |
| CES3000000001 | 2013 |  M01   | 11983 |           |
| CES3000000001 | 2012 |  M12   | 11960 |           |
| CES3000000001 | 2012 |  M11   | 11950 |           |
| CES3000000001 | 2012 |  M10   | 11961 |           |
| CES3000000001 | 2012 |  M09   | 11954 |           |
| CES3000000001 | 2012 |  M08   | 11960 |           |
| CES3000000001 | 2012 |  M07   | 11964 |           |
| CES3000000001 | 2012 |  M06   | 11936 |           |
| CES3000000001 | 2012 |  M05   | 11927 |           |
| CES3000000001 | 2012 |  M04   | 11916 |           |
| CES3000000001 | 2012 |  M03   | 11898 |           |
| CES3000000001 | 2012 |  M02   | 11860 |           |
| CES3000000001 | 2012 |  M01   | 11838 |           |
| CES3000000001 | 2011 |  M12   | 11802 |           |
| CES3000000001 | 2011 |  M11   | 11770 |           |
| CES3000000001 | 2011 |  M10   | 11780 |           |
| CES3000000001 | 2011 |  M09   | 11769 |           |
| CES3000000001 | 2011 |  M08   | 11764 |           |
| CES3000000001 | 2011 |  M07   | 11746 |           |
| CES3000000001 | 2011 |  M06   | 11727 |           |
| CES3000000001 | 2011 |  M05   | 11713 |           |
| CES3000000001 | 2011 |  M04   | 11704 |           |
| CES3000000001 | 2011 |  M03   | 11675 |           |
| CES3000000001 | 2011 |  M02   | 11654 |           |
| CES3000000001 | 2011 |  M01   | 11621 |           |
+---------------+------+--------+-------+-----------+
